代码,名称,"最新收盘价(元,CNY)","总市值(亿元,CNY)","流通市值(亿元,CNY)",交易状态,最新收盘价日期,上市日期,省份,证监会行业,Wind行业,证券类型,上市板,上市交易所
601377.SH,兴业证券,7.17,480.1514,480.15136,正常交易,2019-04-11,2010-10-13,福建省,CSRC资本市场服务,Wind多元金融,A股,主板,上海证券交易所
601388.SH,怡球资源,2.68,54.2807,54.28072,正常交易,2019-04-11,2012-04-23,江苏省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,主板,上海证券交易所
601390.SH,中国中铁,7.36,"1,608.6349","1,371.67669",正常交易,2019-04-11,2007-12-03,北京,CSRC土木工程建筑业,Wind资本货物,A股,主板,上海证券交易所
601398.SH,工商银行,5.73,"19,779.8144","15,448.77978",正常交易,2019-04-11,2006-10-27,北京,CSRC货币金融服务,Wind银行,A股,主板,上海证券交易所
601500.SH,通用股份,7.99,69.6960,13.97603,正常交易,2019-04-11,2016-09-19,江苏省,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件,A股,主板,上海证券交易所
601515.SH,东风股份,12.51,139.1112,139.11120,正常交易,2019-04-11,2012-02-16,广东省,CSRC印刷和记录媒介复制业,Wind商业和专业服务,A股,主板,上海证券交易所
601518.SH,吉林高速,3.22,43.4827,39.06504,正常交易,2019-04-11,2010-03-19,吉林省,CSRC道路运输业,Wind运输,A股,主板,上海证券交易所
601519.SH,大智慧,10.61,210.8950,210.89497,正常交易,2019-04-11,2011-01-28,上海,CSRC软件和信息技术服务业,Wind软件与服务,A股,主板,上海证券交易所
601555.SH,东吴证券,11.20,336.0000,323.79200,正常交易,2019-04-11,2011-12-12,江苏省,CSRC资本市场服务,Wind多元金融,A股,主板,上海证券交易所
601558.SH,ST锐电,1.51,91.0621,86.17872,正常交易,2019-04-11,2011-01-13,北京,CSRC通用设备制造业,Wind资本货物,A股,主板,上海证券交易所
601566.SH,九牧王,14.10,81.0238,81.02384,正常交易,2019-04-11,2011-05-30,福建省,CSRC纺织服装、服饰业,Wind耐用消费品与服装,A股,主板,上海证券交易所
601567.SH,三星医疗,7.14,99.0010,99.00103,正常交易,2019-04-11,2011-06-15,浙江省,CSRC仪器仪表制造业,Wind资本货物,A股,主板,上海证券交易所
601577.SH,长沙银行,10.85,371.2386,37.12386,正常交易,2019-04-11,2018-09-26,湖南省,CSRC货币金融服务,Wind银行,A股,主板,上海证券交易所
601579.SH,会稽山,9.96,49.5371,39.84000,正常交易,2019-04-11,2014-08-25,浙江省,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草,A股,主板,上海证券交易所
601588.SH,北辰实业,3.69,115.7034,98.15400,正常交易,2019-04-11,2006-10-16,北京,CSRC房地产业,Wind房地产Ⅱ,A股,主板,上海证券交易所
601595.SH,上海电影,14.92,55.7262,15.82196,正常交易,2019-04-11,2016-08-17,上海,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ,A股,主板,上海证券交易所
601598.SH,中国外运,6.02,382.8640,81.36856,正常交易,2019-04-11,2019-01-18,北京,CSRC装卸搬运及其他运输代理,Wind运输,A股,主板,上海证券交易所
601599.SH,鹿港文化,4.00,35.7090,35.70900,正常交易,2019-04-11,2011-05-27,江苏省,CSRC纺织业,Wind耐用消费品与服装,A股,主板,上海证券交易所
601600.SH,中国铝业,4.34,681.3776,475.65672,正常交易,2019-04-11,2007-04-30,北京,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,主板,上海证券交易所
601601.SH,中国太保,34.85,"2,940.3646","2,190.91495",正常交易,2019-04-11,2007-12-25,上海,CSRC保险业,Wind保险Ⅱ,A股,主板,上海证券交易所
601606.SH,长城军工,17.34,125.5812,25.66320,正常交易,2019-04-11,2018-08-06,安徽省,CSRC其他制造业,Wind资本货物,A股,主板,上海证券交易所
601607.SH,上海医药,21.69,558.3851,417.08461,正常交易,2019-04-11,1994-03-24,上海,CSRC零售业,Wind医疗保健设备与服务,A股,主板,上海证券交易所
601608.SH,中信重工,5.02,217.8388,217.83885,正常交易,2019-04-11,2012-07-06,河南省,CSRC专用设备制造业,Wind资本货物,A股,主板,上海证券交易所
601611.SH,中国核建,9.56,250.9500,91.94808,正常交易,2019-04-11,2016-06-06,上海,CSRC土木工程建筑业,Wind资本货物,A股,主板,上海证券交易所
601615.SH,明阳智能,12.91,178.1222,35.61869,正常交易,2019-04-11,2019-01-23,广东省,CSRC通用设备制造业,Wind资本货物,A股,主板,上海证券交易所
601616.SH,广电电气,4.63,43.3171,43.31712,正常交易,2019-04-11,2011-02-01,上海,CSRC电气机械及器材制造业,Wind资本货物,A股,主板,上海证券交易所
601618.SH,中国中冶,3.62,703.0295,646.26481,正常交易,2019-04-11,2009-09-21,北京,CSRC土木工程建筑业,Wind资本货物,A股,主板,上海证券交易所
601619.SH,嘉泽新能,5.63,108.8279,28.36139,正常交易,2019-04-11,2017-07-20,宁夏回族自治区,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ,A股,主板,上海证券交易所
601628.SH,中国人寿,28.65,"7,303.4420","5,965.94135",正常交易,2019-04-11,2007-01-09,北京,CSRC保险业,Wind保险Ⅱ,A股,主板,上海证券交易所
601633.SH,长城汽车,10.36,806.7310,624.47272,正常交易,2019-04-11,2011-09-28,河北省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,主板,上海证券交易所
601636.SH,旗滨集团,4.89,131.4513,127.58128,正常交易,2019-04-11,2011-08-12,湖南省,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,主板,上海证券交易所
601666.SH,平煤股份,4.42,104.3635,104.36349,正常交易,2019-04-11,2006-11-23,河南省,CSRC煤炭开采和洗选业,Wind能源Ⅱ,A股,主板,上海证券交易所
601668.SH,中国建筑,6.35,"2,665.8104","2,612.45827",正常交易,2019-04-11,2009-07-29,北京,CSRC土木工程建筑业,Wind资本货物,A股,主板,上海证券交易所
601669.SH,中国电建,5.96,911.8225,664.20633,正常交易,2019-04-11,2011-10-18,北京,CSRC土木工程建筑业,Wind资本货物,A股,主板,上海证券交易所
601677.SH,明泰铝业,11.18,65.9482,64.24267,正常交易,2019-04-11,2011-09-19,河南省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,主板,上海证券交易所
601678.SH,滨化股份,7.68,118.6099,118.60992,正常交易,2019-04-11,2010-02-23,山东省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,主板,上海证券交易所
601688.SH,华泰证券,22.02,"1,663.8596","1,198.70783",正常交易,2019-04-11,2010-02-26,江苏省,CSRC资本市场服务,Wind多元金融,A股,主板,上海证券交易所
601689.SH,拓普集团,21.06,153.2279,152.27562,正常交易,2019-04-11,2015-03-19,浙江省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,主板,上海证券交易所
601699.SH,潞安环能,8.15,243.7998,243.79985,正常交易,2019-04-11,2006-09-22,山西省,CSRC煤炭开采和洗选业,Wind能源Ⅱ,A股,主板,上海证券交易所
601700.SH,风范股份,8.23,93.2650,93.26499,正常交易,2019-04-11,2011-01-18,江苏省,CSRC金属制品业,Wind资本货物,A股,主板,上海证券交易所
601717.SH,郑煤机,6.62,106.8526,98.18290,正常交易,2019-04-11,2010-08-03,河南省,CSRC专用设备制造业,Wind资本货物,A股,主板,上海证券交易所
601718.SH,际华集团,5.03,220.8990,220.89896,正常交易,2019-04-11,2010-08-16,北京,CSRC纺织服装、服饰业,Wind耐用消费品与服装,A股,主板,上海证券交易所
601727.SH,上海电气,6.39,829.1114,638.39132,正常交易,2019-04-11,2008-12-05,上海,CSRC通用设备制造业,Wind资本货物,A股,主板,上海证券交易所
601766.SH,中国中车,9.25,"2,522.3126","2,119.88654",正常交易,2019-04-11,2008-08-18,北京,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物,A股,主板,上海证券交易所
601777.SH,力帆股份,5.43,71.3370,68.64036,正常交易,2019-04-11,2010-11-25,重庆,CSRC汽车制造业,Wind汽车与汽车零部件,A股,主板,上海证券交易所
601788.SH,光大证券,13.20,563.4136,515.68425,正常交易,2019-04-11,2009-08-18,上海,CSRC资本市场服务,Wind多元金融,A股,主板,上海证券交易所
601789.SH,宁波建工,4.69,45.7782,45.77815,正常交易,2019-04-11,2011-08-16,浙江省,CSRC土木工程建筑业,Wind资本货物,A股,主板,上海证券交易所
601798.SH,*ST蓝科,7.50,26.5896,26.58961,正常交易,2019-04-11,2011-06-22,甘肃省,CSRC专用设备制造业,Wind能源Ⅱ,A股,主板,上海证券交易所
601799.SH,星宇股份,67.80,187.2332,187.23325,正常交易,2019-04-11,2011-02-01,江苏省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,主板,上海证券交易所
601800.SH,中国交建,13.65,"1,910.8330","1,603.49764",正常交易,2019-04-11,2012-03-09,北京,CSRC土木工程建筑业,Wind资本货物,A股,主板,上海证券交易所
601801.SH,皖新传媒,8.05,160.1310,160.13098,正常交易,2019-04-11,2010-01-18,安徽省,CSRC新闻和出版业,Wind媒体Ⅱ,A股,主板,上海证券交易所
601808.SH,中海油服,10.46,441.4300,309.66495,正常交易,2019-04-11,2007-09-28,天津,CSRC开采辅助活动,Wind能源Ⅱ,A股,主板,上海证券交易所
601811.SH,新华文轩,13.80,132.9242,27.47502,正常交易,2019-04-11,2016-08-08,四川省,CSRC新闻和出版业,Wind媒体Ⅱ,A股,主板,上海证券交易所
