代码,名称,"最新收盘价(元,CNY)","总市值(亿元,CNY)","流通市值(亿元,CNY)",交易状态,最新收盘价日期,上市日期,省份,证监会行业,Wind行业,证券类型,上市板,上市交易所
000567.SZ,海德股份,14.02,61.9915,21.08034,正常交易,2019-04-11,1994-05-25,海南省,CSRC其他金融业,Wind多元金融,A股,主板,深圳证券交易所
000568.SZ,泸州老窖,70.50,"1,032.6505","1,029.37423",正常交易,2019-04-11,1994-05-09,四川省,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草,A股,主板,深圳证券交易所
000570.SZ,苏常柴A,5.39,25.8065,22.17308,正常交易,2019-04-11,1994-07-01,江苏省,CSRC通用设备制造业,Wind资本货物,A股,主板,深圳证券交易所
000571.SZ,新大洲A,3.93,31.9927,31.69414,正常交易,2019-04-11,1994-05-25,海南省,CSRC综合,Wind资本货物,A股,主板,深圳证券交易所
000572.SZ,海马汽车,2.89,47.5300,47.45814,正常交易,2019-04-11,1994-08-08,海南省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,主板,深圳证券交易所
000573.SZ,粤宏远A,3.82,24.7901,23.76701,正常交易,2019-04-11,1994-08-15,广东省,CSRC房地产业,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000576.SZ,广东甘化,11.87,52.5676,49.09140,正常交易,2019-04-11,1994-09-07,广东省,CSRC造纸及纸制品业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000581.SZ,威孚高科,24.87,233.2998,208.03506,正常交易,2019-04-11,1998-09-24,江苏省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,主板,深圳证券交易所
000582.SZ,北部湾港,10.41,170.1636,27.39654,正常交易,2019-04-11,1995-11-02,广西壮族自治区,CSRC水上运输业,Wind运输,A股,主板,深圳证券交易所
000584.SZ,哈工智能,9.33,57.2232,55.82288,正常交易,2019-04-11,1995-11-28,江苏省,CSRC化学纤维制造业,Wind资本货物,A股,主板,深圳证券交易所
000585.SZ,*ST东电,3.01,20.4450,18.34357,正常交易,2019-04-11,1995-12-13,海南省,CSRC电气机械及器材制造业,Wind资本货物,A股,主板,深圳证券交易所
000586.SZ,汇源通信,11.01,21.2977,21.29774,正常交易,2019-04-11,1995-12-20,四川省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,主板,深圳证券交易所
000587.SZ,金洲慈航,3.39,71.9951,41.12110,正常交易,2019-04-11,1996-04-25,黑龙江省,CSRC其他制造业,Wind耐用消费品与服装,A股,主板,深圳证券交易所
000589.SZ,黔轮胎A,4.35,33.7327,33.73022,正常交易,2019-04-11,1996-03-08,贵州省,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件,A股,主板,深圳证券交易所
000590.SZ,启迪古汉,16.82,40.2791,37.54833,正常交易,2019-04-11,1996-01-19,湖南省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,主板,深圳证券交易所
000591.SZ,太阳能,4.23,127.2002,86.16928,正常交易,2019-04-11,1996-02-08,重庆,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ,A股,主板,深圳证券交易所
000592.SZ,平潭发展,4.26,82.2939,81.53371,正常交易,2019-04-11,1996-03-27,福建省,CSRC林业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000593.SZ,大通燃气,7.24,25.9649,20.25697,正常交易,2019-04-11,1996-03-12,四川省,CSRC燃气生产和供应业,Wind公用事业Ⅱ,A股,主板,深圳证券交易所
000595.SZ,宝塔实业,3.90,29.8069,29.41724,正常交易,2019-04-11,1996-04-19,宁夏回族自治区,CSRC通用设备制造业,Wind资本货物,A股,主板,深圳证券交易所
000596.SZ,古井贡酒,103.26,458.9539,396.10536,正常交易,2019-04-11,1996-09-27,安徽省,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草,A股,主板,深圳证券交易所
000597.SZ,东北制药,14.70,89.2583,69.58720,正常交易,2019-04-11,1996-05-23,辽宁省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,主板,深圳证券交易所
000598.SZ,兴蓉环境,5.12,152.8944,152.89439,正常交易,2019-04-11,1996-05-29,四川省,CSRC水的生产和供应业,Wind公用事业Ⅱ,A股,主板,深圳证券交易所
000599.SZ,青岛双星,5.60,46.7951,42.99039,正常交易,2019-04-11,1996-04-30,山东省,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件,A股,主板,深圳证券交易所
000600.SZ,建投能源,7.94,142.2551,86.54950,正常交易,2019-04-11,1996-06-06,河北省,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ,A股,主板,深圳证券交易所
000601.SZ,韶能股份,5.13,55.4323,55.39538,正常交易,2019-04-11,1996-08-30,广东省,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ,A股,主板,深圳证券交易所
000603.SZ,盛达矿业,11.21,77.3456,44.08297,正常交易,2019-04-11,1996-08-23,北京,CSRC有色金属矿采选业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000605.SZ,渤海股份,10.61,37.4171,28.96397,正常交易,2019-04-11,1996-09-13,北京,CSRC水的生产和供应业,Wind公用事业Ⅱ,A股,主板,深圳证券交易所
000606.SZ,顺利办,7.62,58.3539,41.63970,正常交易,2019-04-11,1996-10-04,青海省,CSRC互联网和相关服务,Wind软件与服务,A股,主板,深圳证券交易所
000607.SZ,华媒控股,6.15,62.5885,54.41889,正常交易,2019-04-11,1996-08-30,浙江省,CSRC新闻和出版业,Wind媒体Ⅱ,A股,主板,深圳证券交易所
000608.SZ,阳光股份,7.62,57.1434,57.13490,正常交易,2019-04-11,1996-09-19,广西壮族自治区,CSRC房地产业,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000609.SZ,中迪投资,6.56,19.6318,19.15538,正常交易,2019-04-11,1996-10-10,北京,CSRC综合,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000610.SZ,西安旅游,15.00,35.5122,35.29202,正常交易,2019-04-11,1996-09-26,陕西省,CSRC公共设施管理业,Wind消费者服务Ⅱ,A股,主板,深圳证券交易所
000611.SZ,天首发展,4.54,15.3371,14.49840,正常交易,2019-04-11,1996-10-08,内蒙古自治区,CSRC纺织业,Wind耐用消费品与服装,A股,主板,深圳证券交易所
000612.SZ,焦作万方,4.97,59.2523,59.11578,正常交易,2019-04-11,1996-09-26,河南省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,主板,深圳证券交易所
000613.SZ,大东海A,8.33,26.2982,22.12828,正常交易,2019-04-11,1997-01-28,海南省,CSRC住宿业,Wind消费者服务Ⅱ,A股,主板,深圳证券交易所
000615.SZ,京汉股份,7.03,55.0695,45.25428,正常交易,2019-04-11,1996-10-16,湖北省,CSRC房地产业,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000616.SZ,海航投资,3.75,53.6338,53.63304,正常交易,2019-04-11,1996-11-08,辽宁省,CSRC房地产业,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000617.SZ,中油资本,14.52,"1,311.1642",41.75069,正常交易,2019-04-11,1996-10-22,新疆维吾尔自治区,CSRC资本市场服务,Wind多元金融,A股,主板,深圳证券交易所
000619.SZ,海螺型材,6.52,23.4720,23.47200,正常交易,2019-04-11,1996-10-23,安徽省,CSRC橡胶和塑料制品业,Wind资本货物,A股,主板,深圳证券交易所
000620.SZ,新华联,4.96,94.0758,94.07536,正常交易,2019-04-11,1996-10-29,北京,CSRC房地产业,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000622.SZ,恒立实业,7.14,30.3611,30.36114,正常交易,2019-04-11,1996-11-07,湖南省,CSRC专用设备制造业,Wind汽车与汽车零部件,A股,主板,深圳证券交易所
000623.SZ,吉林敖东,18.42,214.1845,206.06482,正常交易,2019-04-11,1996-10-28,吉林省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,主板,深圳证券交易所
000625.SZ,长安汽车,10.00,426.9692,376.08811,正常交易,2019-04-11,1997-06-10,重庆,CSRC汽车制造业,Wind汽车与汽车零部件,A股,主板,深圳证券交易所
000626.SZ,远大控股,10.37,56.2961,41.95650,正常交易,2019-04-11,1996-11-28,江苏省,CSRC批发业,Wind资本货物,A股,主板,深圳证券交易所
000627.SZ,天茂集团,7.13,352.2669,352.26633,正常交易,2019-04-11,1996-11-12,湖北省,CSRC保险业,Wind保险Ⅱ,A股,主板,深圳证券交易所
000628.SZ,高新发展,12.03,37.4710,22.61403,正常交易,2019-04-11,1996-11-18,四川省,CSRC房屋建筑业,Wind资本货物,A股,主板,深圳证券交易所
000629.SZ,攀钢钒钛,3.82,328.1283,182.10471,正常交易,2019-04-11,1996-11-15,四川省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,主板,深圳证券交易所
000630.SZ,铜陵有色,2.64,277.9005,252.39876,正常交易,2019-04-11,1996-11-20,安徽省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,主板,深圳证券交易所
000631.SZ,顺发恒业,3.83,93.1655,93.16548,正常交易,2019-04-11,1996-11-22,吉林省,CSRC房地产业,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000632.SZ,三木集团,5.08,23.6484,23.64666,正常交易,2019-04-11,1996-11-21,福建省,CSRC批发业,Wind资本货物,A股,主板,深圳证券交易所
000633.SZ,合金投资,6.62,25.4940,25.49404,正常交易,2019-04-11,1996-11-12,新疆维吾尔自治区,CSRC电气机械及器材制造业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000635.SZ,英力特,10.94,33.1578,33.15778,正常交易,2019-04-11,1996-11-20,宁夏回族自治区,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000636.SZ,风华高科,15.35,137.4183,137.41368,正常交易,2019-04-11,1996-11-29,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,主板,深圳证券交易所
000637.SZ,茂化实华,5.26,27.3454,19.27764,正常交易,2019-04-11,1996-11-14,广东省,CSRC石油加工、炼焦及核燃料加工业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000638.SZ,万方发展,7.22,22.3387,22.33868,正常交易,2019-04-11,1996-11-26,辽宁省,CSRC软件和信息技术服务业,Wind资本货物,A股,主板,深圳证券交易所
000639.SZ,西王食品,9.95,76.7165,76.71650,正常交易,2019-04-11,1996-11-26,山东省,CSRC农副食品加工业,Wind食品、饮料与烟草,A股,主板,深圳证券交易所
000650.SZ,仁和药业,7.16,88.6651,88.64044,正常交易,2019-04-11,1996-12-10,江西省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,主板,深圳证券交易所
000651.SZ,格力电器,55.20,"3,320.6834","3,295.33831",正常交易,2019-04-11,1996-11-18,广东省,CSRC电气机械及器材制造业,Wind耐用消费品与服装,A股,主板,深圳证券交易所
000652.SZ,泰达股份,4.51,66.5484,66.48307,正常交易,2019-04-11,1996-11-28,天津,CSRC批发业,Wind资本货物,A股,主板,深圳证券交易所
000655.SZ,金岭矿业,6.04,35.9585,35.95855,正常交易,2019-04-11,1996-11-28,山东省,CSRC黑色金属矿采选业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000656.SZ,金科股份,7.95,424.5074,416.75068,正常交易,2019-04-11,1996-11-28,重庆,CSRC房地产业,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000657.SZ,中钨高新,6.85,60.2880,31.08068,正常交易,2019-04-11,1996-12-05,海南省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,主板,深圳证券交易所
000659.SZ,珠海中富,3.52,45.2567,45.25673,正常交易,2019-04-11,1996-12-03,广东省,CSRC橡胶和塑料制品业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000661.SZ,长春高新,302.95,515.3551,515.03877,正常交易,2019-04-11,1996-12-18,吉林省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,主板,深圳证券交易所
000662.SZ,天夏智慧,7.14,78.0472,26.72258,正常交易,2019-04-11,1996-12-16,广西壮族自治区,CSRC软件和信息技术服务业,Wind软件与服务,A股,主板,深圳证券交易所
000663.SZ,永安林业,8.07,27.5178,20.92890,正常交易,2019-04-11,1996-12-06,福建省,CSRC家具制造业,Wind耐用消费品与服装,A股,主板,深圳证券交易所
000665.SZ,湖北广电,9.14,62.2662,62.26129,正常交易,2019-04-11,1996-12-10,湖北省,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ,A股,主板,深圳证券交易所
000666.SZ,经纬纺机,14.15,99.6344,41.53291,正常交易,2019-04-11,1996-12-10,北京,CSRC专用设备制造业,Wind资本货物,A股,主板,深圳证券交易所
000667.SZ,美好置业,2.76,70.6447,70.10175,正常交易,2019-04-11,1996-12-05,云南省,CSRC房地产业,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000668.SZ,荣丰控股,16.25,23.8618,23.83686,正常交易,2019-04-11,1996-12-10,上海,CSRC房地产业,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000669.SZ,金鸿控股,7.24,49.2616,48.50340,正常交易,2019-04-11,1996-12-10,吉林省,CSRC燃气生产和供应业,Wind公用事业Ⅱ,A股,主板,深圳证券交易所
000670.SZ,ST盈方,4.83,39.4431,28.96148,正常交易,2019-04-11,1996-12-17,湖北省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,主板,深圳证券交易所
000671.SZ,阳光城,8.09,327.6509,321.32575,正常交易,2019-04-11,1996-12-18,福建省,CSRC房地产业,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000672.SZ,上峰水泥,13.01,105.8519,105.85060,正常交易,2019-04-11,1996-12-18,甘肃省,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000673.SZ,当代东方,6.53,51.6882,51.41208,正常交易,2019-04-11,1997-01-24,山西省,CSRC文化艺术业,Wind媒体Ⅱ,A股,主板,深圳证券交易所
000676.SZ,智度股份,10.92,111.3840,34.54212,正常交易,2019-04-11,1996-12-24,河南省,CSRC互联网和相关服务,Wind软件与服务,A股,主板,深圳证券交易所
000677.SZ,恒天海龙,4.32,37.3238,37.32385,正常交易,2019-04-11,1996-12-26,山东省,CSRC化学纤维制造业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000678.SZ,襄阳轴承,10.90,50.0977,46.76970,正常交易,2019-04-11,1997-01-06,湖北省,CSRC通用设备制造业,Wind汽车与汽车零部件,A股,主板,深圳证券交易所
000679.SZ,大连友谊,5.35,19.0674,19.06476,正常交易,2019-04-11,1997-01-24,辽宁省,CSRC零售业,Wind零售业,A股,主板,深圳证券交易所
000680.SZ,山推股份,4.27,52.9816,45.13053,正常交易,2019-04-11,1997-01-22,山东省,CSRC专用设备制造业,Wind资本货物,A股,主板,深圳证券交易所
000681.SZ,视觉中国,28.00,196.1617,86.92952,正常交易,2019-04-11,1997-01-21,江苏省,CSRC文化艺术业,Wind媒体Ⅱ,A股,主板,深圳证券交易所
000682.SZ,东方电子,6.18,82.8569,60.44181,正常交易,2019-04-11,1997-01-21,山东省,CSRC电气机械及器材制造业,Wind资本货物,A股,主板,深圳证券交易所
000683.SZ,远兴能源,3.12,124.0716,89.20841,正常交易,2019-04-11,1997-01-31,内蒙古自治区,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000685.SZ,中山公用,9.10,134.2351,114.04392,正常交易,2019-04-11,1997-01-23,广东省,CSRC水的生产和供应业,Wind公用事业Ⅱ,A股,主板,深圳证券交易所
000686.SZ,东北证券,10.21,238.9602,238.96024,正常交易,2019-04-11,1997-02-27,吉林省,CSRC资本市场服务,Wind多元金融,A股,主板,深圳证券交易所
000687.SZ,华讯方舟,8.80,67.4255,66.25207,正常交易,2019-04-11,1997-02-21,河北省,CSRC计算机、通信和其他电子设备制造业,Wind资本货物,A股,主板,深圳证券交易所
000688.SZ,国城矿业,12.40,141.0251,141.02458,正常交易,2019-04-11,1997-01-20,重庆,CSRC有色金属矿采选业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000690.SZ,宝新能源,7.81,169.9368,159.26108,正常交易,2019-04-11,1997-01-28,广东省,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ,A股,主板,深圳证券交易所
000691.SZ,亚太实业,5.69,18.3941,16.52867,正常交易,2019-04-11,1997-02-28,甘肃省,CSRC房地产业,Wind房地产Ⅱ,A股,主板,深圳证券交易所
000692.SZ,惠天热电,3.76,20.0345,20.03275,正常交易,2019-04-11,1997-02-27,辽宁省,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ,A股,主板,深圳证券交易所
000693.SZ,*ST华泽,3.31,17.9896,8.54667,暂停上市,2018-07-12,1997-02-26,四川省,CSRC有色金属矿采选业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000695.SZ,滨海能源,11.48,25.5025,25.45361,正常交易,2019-04-11,1997-02-18,天津,CSRC电力、热力生产和供应业,Wind商业和专业服务,A股,主板,深圳证券交易所
000697.SZ,炼石航空,13.98,93.8919,78.24327,正常交易,2019-04-11,1997-03-25,陕西省,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物,A股,主板,深圳证券交易所
000698.SZ,沈阳化工,4.79,39.2547,37.63420,正常交易,2019-04-11,1997-02-20,辽宁省,CSRC石油加工、炼焦及核燃料加工业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000700.SZ,模塑科技,4.26,35.2379,30.55318,正常交易,2019-04-11,1997-02-28,江苏省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,主板,深圳证券交易所
000701.SZ,厦门信达,7.76,31.5532,31.55317,正常交易,2019-04-11,1997-02-26,福建省,CSRC批发业,Wind资本货物,A股,主板,深圳证券交易所
000702.SZ,正虹科技,7.19,19.1710,19.17103,正常交易,2019-04-11,1997-03-18,湖南省,CSRC农副食品加工业,Wind食品、饮料与烟草,A股,主板,深圳证券交易所
000703.SZ,恒逸石化,16.05,456.0969,364.91209,正常交易,2019-04-11,1997-03-28,广西壮族自治区,CSRC化学纤维制造业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000705.SZ,浙江震元,8.21,27.4315,23.15086,正常交易,2019-04-11,1997-04-10,浙江省,CSRC批发业,Wind医疗保健设备与服务,A股,主板,深圳证券交易所
000707.SZ,*ST双环,4.31,20.0047,20.00462,正常交易,2019-04-11,1997-04-15,湖北省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,主板,深圳证券交易所
000708.SZ,大冶特钢,15.26,68.5797,68.57973,正常交易,2019-04-11,1997-03-26,湖北省,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ,A股,主板,深圳证券交易所
000709.SZ,河钢股份,3.52,373.7750,373.71470,正常交易,2019-04-11,1997-04-16,河北省,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ,A股,主板,深圳证券交易所
000710.SZ,贝瑞基因,42.31,150.0337,26.31597,正常交易,2019-04-11,1997-04-22,四川省,CSRC专业技术服务业,Wind制药、生物科技与生命科学,A股,主板,深圳证券交易所
000711.SZ,京蓝科技,7.04,72.0662,28.60205,正常交易,2019-04-11,1997-04-11,黑龙江省,CSRC土木工程建筑业,Wind商业和专业服务,A股,主板,深圳证券交易所
